City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
386,olafsvik,98,IS,1595722733,76,64.89,-23.71,47.84,28.97
387,solvychegodsk,99,RU,1595722985,96,61.33,46.92,54.23,2.71
388,alofi,78,NU,1595722688,65,-19.06,-169.92,78.8,18.34
389,fez,0,MA,1595722935,50,34.04,-5.0,78.8,5.82
390,midland,1,US,1595722904,30,32.0,-102.08,95.0,11.41
391,lima,90,PE,1595722986,77,-12.04,-77.03,60.8,6.93
392,koungheul,100,SN,1595722987,75,13.98,-14.8,81.12,9.66
393,sao gabriel da cachoeira,23,IN,1595722956,92,20.51,76.21,73.56,6.17
394,nganjuk,100,ID,1595722988,75,-7.61,111.9,73.29,9.93
395,skeldon,25,GY,1595722988,90,5.88,-57.13,77.63,7.23
396,kieta,92,PG,1595722988,61,-6.22,155.63,85.71,5.14
397,russell,90,US,1595722696,83,32.35,-85.2,75.2,10.29
398,broome,1,US,1595722988,51,42.25,-75.83,82.4,6.93
399,farah,0,AF,1595722989,27,32.5,62.5,74.12,4.59
400,vestmannaeyjar,92,IS,1595722989,67,63.44,-20.27,52.77,2.44
401,vuktyl,48,RU,1595722989,80,63.86,57.31,55.27,2.68
402,muchkapskiy,0,RU,1595722989,78,51.85,42.47,55.58,4.92
403,grand centre,1,US,1595722989,34,38.88,-109.5,84.99,18.34
404,mys shmidta,88,RU,1595722990,84,62.06,48.62,60.33,3.36
405,beisfjord,97,NO,1595722990,72,68.38,17.6,59.0,13.87
406,gamba,26,GA,1595722990,81,-2.65,10.0,71.55,3.91
407,katherine,0,AU,1595722990,23,-14.47,132.27,75.2,17.22
408,assiniboia,24,CA,1595722991,36,49.63,-105.98,70.72,15.77
409,kaspiyskiy,0,RU,1595722991,41,45.39,47.37,77.7,14.56
410,port arthur,0,CD,1595722904,41,-7.03,29.76,68.14,6.13
411,faanui,8,PF,1595722992,79,-16.48,-151.75,78.19,16.42
412,hearst,100,CA,1595722992,94,49.68,-83.67,72.18,8.61
413,bayir,0,TR,1595722992,82,37.27,28.22,68.0,2.24
414,bridgend,65,GB,1595722993,93,51.51,-3.58,59.0,11.41
415,comodoro rivadavia,8,BR,1595722993,49,-13.66,-59.79,65.01,5.68
416,avera,1,US,1595722993,78,33.19,-82.53,80.6,3.36
417,bristol,1,US,1595722993,61,41.83,-71.17,82.99,5.82
418,leningradskiy,76,RU,1595722993,76,69.38,178.42,50.29,9.53
419,mecca,83,SA,1595722987,32,21.43,39.83,92.44,1.03
420,george,1,ZA,1595722994,93,-33.96,22.46,55.4,5.82
421,matara,98,LK,1595722743,86,5.95,80.54,77.92,13.58
422,abu samrah,94,IN,1595722994,100,24.6,72.7,69.55,6.76
423,damphu,97,BT,1595722995,81,27.07,90.11,69.67,1.88
424,lewistown,20,US,1595722741,58,40.6,-77.57,84.2,3.36
425,maniitsoq,100,GL,1595722995,90,65.42,-52.9,46.13,10.0
426,yuanping,58,CN,1595722995,76,38.72,112.76,66.11,1.19
427,amapa,24,BR,1595722996,97,1.0,-52.0,72.54,1.14
428,salalah,40,OM,1595722996,88,17.02,54.09,78.8,3.36
429,hanzhong,93,CN,1595722996,82,33.07,107.03,70.99,2.3
430,port macquarie,0,CD,1595722904,41,-7.03,29.76,68.14,6.13
431,sungaipenuh,51,ID,1595722997,94,-2.08,101.38,64.13,3.02
432,ropczyce,100,PL,1595722997,87,50.05,21.61,64.99,2.24
433,zyryanka,0,RU,1595722997,33,65.75,150.85,85.19,17.34
434,murray bridge,1,US,1595722997,18,40.67,-111.89,93.0,5.82
435,tokyo,75,JP,1595722934,94,35.69,139.69,81.0,8.05
436,derzhavinsk,14,KZ,1595722998,90,51.1,66.32,60.01,4.88
437,daru,81,PG,1595722998,87,-9.08,143.21,78.33,15.32
438,usinsk,10,RU,1595722998,78,65.99,57.53,58.37,7.31
439,maltahohe,0,NA,1595722998,55,-24.83,16.98,46.22,6.49
440,hofn,100,IS,1595722999,84,64.25,-15.21,50.56,14.03
441,naron,67,ES,1595722999,93,43.52,-8.15,66.99,3.0
442,alexandria,0,EG,1595722999,83,31.22,29.96,77.0,8.05
443,carutapera,62,BR,1595722999,92,-1.2,-46.02,75.15,5.39
444,buriti dos lopes,0,BR,1595723000,52,-22.93,-45.39,68.0,3.36
445,machachi,75,EC,1595723000,87,-0.5,-78.57,57.2,4.7
446,ambanja,77,MG,1595723000,55,-13.68,48.45,71.33,2.91
447,tessalit,97,ML,1595723000,42,20.2,1.01,87.13,12.15
448,griffith,1,US,1595723001,61,41.53,-87.42,87.01,6.93
449,zmeinogorsk,46,RU,1595723001,80,51.16,82.19,60.48,8.39
450,chapada dos guimaraes,100,BR,1595723001,92,-28.89,-50.36,40.55,3.58
451,moussoro,91,TD,1595723001,52,13.64,16.49,85.41,4.92
452,pierre,1,US,1595723001,41,44.37,-100.35,93.2,10.29
453,eenhana,0,NA,1595723002,44,-17.47,16.33,57.2,3.36
454,baran,75,IN,1595723002,78,25.1,76.52,82.4,6.51
455,muncar,83,ID,1595723002,80,-8.43,114.33,73.92,3.8
456,nouakchott,40,MR,1595723003,83,18.09,-15.98,78.8,14.99
457,clayton,75,US,1595723003,83,33.53,-84.37,73.4,1.63
458,yulara,0,AU,1595723003,62,-25.24,130.99,53.6,8.05
459,jacareacanga,47,BR,1595723004,52,-6.22,-57.75,79.29,3.09
460,ayan,20,RU,1595723004,81,56.45,138.17,55.62,6.4
461,vagur,100,FO,1595723004,96,61.47,-6.81,53.02,10.16
462,erdenet,70,MN,1595723004,85,49.03,104.08,58.86,4.56
463,san patricio,32,ML,1595722832,68,13.3,-4.9,81.59,8.99
464,puiesti,97,RO,1595723005,88,46.42,27.5,68.0,3.36
465,itarema,91,BR,1595723005,79,-2.92,-39.92,77.86,11.83
466,zapolyarnyy,0,RU,1595723005,71,69.42,30.81,57.2,11.41
467,vite,65,IN,1595723005,94,17.28,74.55,70.38,8.28
468,socorro,75,US,1595723006,38,31.65,-106.3,88.0,3.09
469,naryan-mar,34,RU,1595723006,78,67.67,53.09,59.4,5.79
470,warah,61,PK,1595723006,47,27.45,67.8,95.94,6.98
471,yamada,100,JP,1595723006,90,39.47,141.95,70.21,3.74
472,miyako,100,JP,1595723006,91,39.64,141.95,68.92,3.0
473,kloulklubed,75,PW,1595723007,88,7.04,134.26,80.6,4.7
474,ocean city,1,US,1595722732,74,39.9,-74.22,84.0,5.82
475,mehamn,0,NO,1595723007,67,71.04,27.85,60.8,5.82
476,boueni,75,YT,1595723007,69,-12.9,45.08,75.2,19.46
477,lavrentiya,89,RU,1595723008,71,65.58,-171.0,50.92,8.08
478,carauari,64,BR,1595723008,71,-4.88,-66.9,79.72,1.43
479,ostrovnoy,41,RU,1595723008,78,68.05,39.51,55.81,2.68
480,gua musang,41,IN,1595723008,87,22.2,85.38,74.98,2.73
481,maceio,40,BR,1595723009,73,-9.67,-35.74,75.2,4.7
482,sur,94,OM,1595723009,61,22.57,59.53,87.42,7.2
483,jeremie,7,HT,1595723009,74,18.65,-74.12,82.81,3.87
484,hay river,60,GB,1595723010,92,52.07,-3.13,57.0,13.27
485,lenti,2,HU,1595723010,93,46.62,16.54,62.6,4.7
486,acarau,96,BR,1595723010,80,-2.89,-40.12,77.47,11.36
487,lisakovsk,85,KZ,1595723010,87,52.54,62.49,60.21,9.04
488,sale,40,MA,1595722739,88,34.04,-6.82,73.99,6.93
489,druzhba,82,UA,1595722972,70,52.04,33.95,61.25,9.17
490,east wenatchee bench,90,IS,1595722893,93,65.0,-15.0,46.4,10.29
491,tecpatan,90,MX,1595723011,62,17.13,-93.3,86.0,2.24
492,rawson,0,AR,1595722731,60,-43.3,-65.1,50.79,20.6
493,seoul,90,KR,1595722712,61,37.57,126.98,78.8,4.7
494,namibe,82,AO,1595723012,80,-15.2,12.15,68.11,8.9
495,sept-iles,90,CA,1595722841,93,50.2,-66.38,66.2,2.24
496,ndola,23,ZM,1595723013,87,-12.96,28.64,49.35,6.51
497,mocuba,45,MZ,1595723013,98,-16.84,36.99,59.85,4.36
498,luorong,100,CN,1595723013,76,24.41,109.61,82.0,5.61
499,chernoyerkovskaya,40,RU,1595723014,44,45.43,37.77,77.0,8.95
500,katsuura,100,JP,1595723014,93,35.13,140.3,79.0,3.0
501,mersing,40,MY,1595723014,94,2.43,103.84,75.2,3.36
502,hit,0,IQ,1595723015,15,33.64,42.83,89.85,6.35
503,abu kamal,94,IN,1595723015,100,24.6,72.7,69.55,6.76
504,bossangoa,100,CF,1595723015,95,6.49,17.46,70.63,3.91
505,luganville,75,VU,1595723015,74,-15.53,167.17,80.6,10.29
506,manggar,47,ID,1595723015,75,-2.88,108.27,80.8,16.22
507,bogotol,99,RU,1595723016,100,56.21,89.53,53.87,4.5
508,zhangye,0,CN,1595723016,21,38.93,100.45,73.67,1.48
509,liepaja,45,LV,1595723017,93,56.54,21.04,53.6,5.7
510,gravdal,91,NO,1595723017,92,68.12,13.5,53.67,8.08
511,krasnoye,75,UA,1595723017,100,49.91,24.61,62.6,2.24
512,villazon,5,BO,1595723017,39,-22.09,-65.59,40.05,6.67
513,aquiraz,36,BR,1595723018,78,-3.9,-38.39,78.8,5.82
514,along,96,IN,1595723018,89,28.17,94.77,74.75,0.31
515,goundi,84,TD,1595723018,94,9.36,17.37,73.56,1.14
516,kahramanmaras,8,TR,1595723018,65,38.0,37.0,80.6,16.11
517,laguna,1,US,1595722931,21,38.42,-121.42,96.01,9.17
518,alyangula,36,AU,1595723019,57,-13.85,136.42,75.2,6.93
519,alice springs,100,US,1595723019,88,27.75,-98.07,78.8,24.16
520,sauda,100,NO,1595723019,97,59.65,6.35,55.99,1.01
521,menongue,15,AO,1595723019,55,-14.66,17.69,47.07,2.95
522,fare,20,PF,1595723020,77,-16.7,-151.02,78.44,15.32
523,aylmer,75,CA,1595723020,69,42.77,-80.98,78.01,8.05
524,verkhoyansk,100,RU,1595723020,79,67.54,133.38,66.99,13.27
525,santarem,63,BR,1595723020,94,-2.44,-54.71,78.8,2.24
526,paamiut,44,GL,1595723021,86,61.99,-49.67,46.29,5.73
527,coihaique,40,CL,1595723021,93,-45.58,-72.07,37.4,3.36
528,zhezkazgan,18,KZ,1595723021,66,47.8,67.71,66.27,4.07
